"","id","Horvath","Hannum","Levine","BNN","skinHorvath","PedBE","Wu","TL","BLUP","EN"
"29","O3_transiently_reprogrammed_17days_exp2",39.6807534620641,4.5415281739442,22.3901976616606,NA,48.1272319376882,10.9968243778617,8.57296057426803,5.63144004590841,46.829463325123,39.4701661438129
"30","O3_failed_to_transiently_reprogram_17days_exp2",55.7839619755305,5.8075907076411,24.2116794577036,NA,30.5055297310238,8.0201826599118,6.01157804130421,5.97320877131587,44.1439794193568,38.033706735079
"31","O3_negative_control_17days_exp2",60.3932710358683,5.8029139293041,31.4604413213575,NA,36.9615075312819,9.179699316562,4.7518886861458,5.9372747643568,48.4109274531322,47.8080235449137
"32","O1.Fib",54.7817966070336,-5.3423368104564,18.8031797581632,NA,39.9233026728699,9.41045472619724,5.41715544795913,5.77069348017363,42.9352762049193,40.9999170675497
"33","O1_failing_to_transiently_reprogram_intermediate_17days_exp2",53.4647451956441,6.490622991075,32.9289864363998,NA,42.2407763035695,9.09800000251205,7.32737679750786,5.58611622107413,39.8612344469919,42.1487372314105
"34","O1_negative_control_intermediate_17days_exp2",55.5326217938472,4.4646068380286,27.582010644706,NA,41.1480938653208,9.88612914520458,5.24701456384009,5.69631483856639,44.3280846022645,44.3095396974526
"35","O2_transient_reprogramming_intermediate_17days_exp2",12.3958112872445,3.1154389016457,4.27743719574552,NA,6.25883866584515,3.32204127321158,6.7537022416946,5.62356325837021,22.6759872667031,12.4629878939758
"36","O2_failing_to_transiently_reprogram_intermediate_17days_exp2",57.7323534270944,7.58604896854601,38.0966622851931,NA,49.6117120809283,9.64234478731201,6.95883811003371,5.55144830610199,48.1540673729309,49.5755474999774
"37","O2_negative_control_intermediate_17days_exp2",63.564932312255,7.428309142629,40.0815780452964,NA,53.1152648262511,10.8007461319323,4.99863746026719,5.66179925614417,50.8661191002976,50.8708285250279
"38","O3_transient_reprogramming_intermediate_17days_exp2",16.0173078070383,6.0799959834743,16.2082206428846,NA,13.0035121453822,3.10878737522277,8.80283098769504,5.57324497268613,27.8066525235059,23.1149876429556
"39","O3_failing_to_transiently_reprogram_intermediate_17days_exp2",54.1306042452724,1.7708092977648,33.375363056125,NA,37.0707362249557,8.35421806390799,6.75535003337414,5.65497585127656,40.9638220936364,39.7978233641154
"40","O3_negative_control_intermediate_17days_exp2",58.4484458961635,1.0436955744809,24.057425547804,NA,35.5368812828698,8.08582938554461,5.09418512255265,5.71728061038622,42.1525178470976,38.9900874249051
"41","O1_negative_control_intermediate_15days_exp2",53.6877059079662,3.7248683048041,24.6957769033475,NA,40.151763923953,9.82502169521464,6.04554164512762,5.65621331725292,45.3728480956548,43.7429310803799
"42","O2_transient_reprogramming_intermediate_15days_exp2",24.6507852264408,4.7251741477019,17.2137253748796,NA,14.4269783367967,4.85177734546094,6.15755664700371,5.66639143042937,34.280495136089,23.8036561255724
"43","O2_failing_to_transiently_reprogram_intermediate_15days_exp2",57.2128260061512,4.5319490221767,39.401173158982,NA,49.4719436175293,9.63657037476032,6.07003372592061,5.52828407987521,48.903767542499,47.4017218633974
"44","O2_negative_control_intermediate_15days_exp2",63.2696474911784,6.2259874811835,33.5963147912783,NA,50.1178958011568,10.1304838837444,5.65554349691797,5.72418427267658,51.1708853074379,51.6826911572632
"45","O3_transient_reprogramming_intermediate_15days_exp2",31.1212247406163,5.5233287426659,22.1885986948569,NA,15.67349017296,4.22482801580128,8.1815282625735,5.43668230450837,32.6348832029963,21.6069264916688
"46","O3_failing_to_transiently_reprogram_intermediate_15days_exp2",52.8875013904467,3.4538701198542,33.6375867209913,NA,34.8124013872966,8.04167554734568,6.96284781346126,5.52018362686184,38.6769329851673,39.2142076238473
"47","O3_negative_control_intermediate_15days_exp2",56.4181580192176,-1.105505070814,20.174779201634,NA,34.7069535948934,8.82805844110839,4.43214408537282,5.89704438406859,42.0017148295828,37.4621230405147
"48","O1_transient_reprogramming_intermediate_17days_exp2",22.747118020703,8.0887325235032,10.5160837891943,NA,11.1502796879793,3.41446881060773,7.21117707142549,5.44855063332844,30.5658475650138,23.1626123707446
"49","O2_failing_to_transiently_reprogram_intermediate_10days_exp2",58.0975710751309,6.8041650500627,36.1057687113077,NA,48.0815969414258,9.24875720899107,6.31874685297353,5.60069018808216,47.514426629206,51.1552596157935
"50","O2_negative_control_intermediate_10days_exp2",56.6471580934505,6.2697718802643,33.0139551584208,NA,49.9898141744399,10.1892526767191,4.7750219462687,5.69558019313391,50.5779946137287,51.8277294308663
"51","O3_transient_reprogramming_intermediate_10days_exp2",32.0631373091794,2.6652225040663,25.4261035208448,NA,20.3701628152087,5.12439016338572,7.56029991256902,5.53947368057744,37.024216917889,30.7437683424886
"52","O3_failing_to_transiently_reprogram_intermediate_10days_exp2",54.7871391540007,0.6537850649756,32.4998585128141,NA,37.0077728248017,7.57792452713096,5.98824478905072,5.58655309585418,39.6632592769251,37.8768385901447
"53","O3_negative_control_intermediate_10days_exp2",55.1553214788942,-1.0527419441906,23.1740066976904,NA,34.5420786457284,7.99910657180087,5.27155587053628,5.82811202635368,43.2327714781336,39.1617017993907
"54","O1_transient_reprogramming_intermediate_13days_exp2",32.2303767458944,6.5383019997065,17.2495971550314,NA,22.5547847746641,5.15378583550734,7.12450582692689,5.35721611056732,36.2904715336504,30.0484251385399
"55","O1_failing_to_transiently_reprogram_intermediate_13days_exp2",49.3360636230441,3.4579475448222,30.7006538196271,NA,36.9701694116078,8.71480490963574,6.40432749721727,5.60530300411609,41.0103581529072,40.0217240200778
"56","O1_negative_control_intermediate_13days_exp2",52.9747089400458,0.504299409176405,16.4294704353192,NA,39.4107069003774,9.76072974348266,5.61530974614731,5.79494646018067,43.1646734978888,44.3206182461286
"57","O2_transient_reprogramming_intermediate_13days_exp2",35.0010983937014,6.5733088137259,28.9152529135437,NA,26.0050789002145,5.49108463527712,6.35953455000528,5.55813075084791,44.1478877574461,35.4129468814343
"58","O2_failing_to_transiently_reprogram_intermediate_13days_exp2",56.21540315277,6.9481011311982,44.4842914498545,NA,47.5137920719093,9.11689092325561,7.34591960789682,5.64333799420693,46.9542625015759,49.2817722651517
"59","O2_negative_control_intermediate_13days_exp2",60.2817084075318,8.8579138838903,32.1761063440126,NA,48.3090438219342,10.1292229006166,4.76453510907808,5.80295127510466,50.9918511220905,51.2879361908361
"60","O3_transient_reprogramming_intermediate_13days_exp2",30.9935664298858,5.2531011657512,23.9398681186344,NA,16.8245841370199,4.4074371679597,7.46877432826209,5.45680272425609,33.4395987073993,26.22732102599
"61","O3_failing_to_transiently_reprogram_intermediate_13days_exp2",47.7275890468647,3.8391653350844,32.9968968153424,NA,35.2119551046136,7.16458712512286,6.91221324138335,5.73774548044049,38.8993039851944,37.2690299838279
"62","O3_negative_control_intermediate_13days_exp2",51.6009785107352,-0.391922199547599,21.3350087925185,NA,35.0494369980214,8.62087580299484,5.1526797742223,5.86278024898252,43.2325741142348,39.6973867159819
"63","O1_transient_reprogramming_intermediate_15days_exp2",32.1939469199122,10.3113509494479,19.2028253836015,NA,15.3586520140617,4.67869869399031,8.1324075321259,5.49218851517889,32.6705072729524,22.3310611315888
"64","O1_failing_to_transiently_reprogram_intermediate_15days_exp2",48.4326900776281,2.2365950471076,30.1014161898367,NA,37.3401355939231,9.09323542094798,6.90581557138384,5.6045322630187,39.8418996944455,42.1431495529276
"65","O1_transiently_reprogrammed_10days_exp2",50.6519979332165,16.109987211465,15.2253599852808,NA,48.3144774940694,11.5725985859912,5.92348662370835,4.80094160111437,43.522650238958,60.0843722581918
"66","O1_failed_to_transiently_reprogram_10days_exp2",63.7242049951737,6.356605060961,31.813888814078,NA,36.451620937305,9.72580911682975,5.20453443461635,6.0259836264847,47.8224594828487,47.2627222624353
"67","O1_negative_control_10days_exp2",56.4889729833691,11.990527845377,38.1037146263362,NA,36.4859401585591,9.26532132967833,5.99931745725749,6.01414156973714,45.2221438152034,50.5054030939623
"68","O2_transiently_reprogrammed_10days_exp2",39.5375232209476,6.2281856243832,1.26197149567756,NA,27.0681563615475,6.27129818961051,4.16786776446778,5.87429489865383,48.2295424729765,42.023495154844
"69","O2_failed_to_transiently_reprogram_10days_exp2",68.1604909005374,14.3688062732787,42.1290357959466,NA,46.6918459008021,11.0089990586488,6.63258476553503,5.67765478393621,54.112005148976,56.722747526409
"70","O2_negative_control_10days_exp2",69.8705702211609,11.1306167420191,38.7685031344474,NA,48.6120791067483,11.8087262720029,5.61116551855432,5.85524493520714,55.1944957367088,57.4576205258625
"71","O3_transiently_reprogrammed_10days_exp2",52.9290057209687,4.8949600598069,38.5749575364908,NA,35.6516713296524,6.97051509709157,5.56872860590876,5.54907992906864,37.9800546713831,47.4104339834371
"72","O3_failed_to_transiently_reprogram_10days_exp2",58.3656550581204,1.3894836415132,29.7636449692958,NA,34.1665070431667,9.22304622880131,5.35678842719781,5.6149272283647,45.9139963762284,46.1162844931531
"73","O3_negative_control_10days_exp2",57.0590888850037,1.5875655423294,29.2667941413126,NA,33.952667195884,8.82828617925738,6.37418329896412,5.93598334001045,46.5355481187318,44.3749362544382
"74","O1_failed_to_transiently_reprogram_13days_exp2",49.7694296397904,5.8651144328271,29.2242487702281,NA,36.8776620213182,5.79446181576768,2.06986468555052,6.0479622215444,48.5509857482224,45.3132744950556
"75","O1_negative_control_13days_exp2",57.3011186389499,13.7182426253551,25.9268767418377,NA,35.1408798525644,10.7536495581153,5.31063363081708,5.76849626065277,48.6694764607872,54.1895419251294
"76","O2_transiently_reprogrammed_13days_exp2",71.7656733497759,13.8021741531652,76.9156139891123,NA,23.196123466513,6.86877467733057,4.82212008583704,5.10312848619481,55.3209223440173,42.2434489366387
"77","O2_failed_to_transiently_reprogram_13days_exp2",54.3263095867233,21.8127553535237,45.4521860158554,NA,62.7364478626805,11.0103163265023,6.05999435666129,5.47000072953149,53.768840706039,62.8100473313388
"78","O2_negative_control_13days_exp2",63.0116378482084,13.03921998855,43.8747608619159,NA,48.834667780053,12.0624904665633,4.30145438595437,5.80635446557644,56.4127147844278,59.7176629313789
"79","O3_transiently_reprogrammed_13days_exp2",41.6094560116913,2.7824644072001,35.9535807901493,NA,27.0535852035781,5.50916584440516,6.95198658720459,5.18720996987094,43.4136082969154,33.3759221960287
"80","O3_failed_to_transiently_reprogram_13days_exp2",55.1400393184241,-1.4505254918134,34.363825070241,NA,33.7077483922389,9.13547174778542,4.18811021177882,5.87587451026061,43.5974584213647,45.5571086763963
"81","O3_negative_control_13days_exp2",54.7403527930032,9.3423534543555,33.6566377093485,NA,35.6283163338297,8.35749812844241,5.4176689112494,6.00977252147638,45.2113559482261,46.6673228885692
"82","O1_failed_to_transiently_reprogram_15days_exp2",64.18192688561,9.2688257498529,45.1839636422402,NA,41.9841082554727,6.83778933955968,4.45809767512406,6.0980456756641,50.1048476101813,45.5416362177251
"83","O1_negative_control_15days_exp2",57.3792998382605,9.18494488939761,30.6279521001993,NA,37.9345500873152,9.39408388614259,4.31288726868755,5.89452053639574,49.2982933149118,48.6182745324043
"84","O2_failed_to_transiently_reprogram_15days_exp2",60.1625720257626,20.6488461003682,51.4319194462422,NA,63.3999001236961,12.1333481260098,4.51970434362719,5.32436294549908,55.4215420414836,58.0283140752708
"85","O2_negative_control_15days_exp2",68.5259272650831,13.3301408943391,38.3885516175687,NA,49.1113448819207,11.5728492548541,6.17818958353311,5.78363777573826,55.0526804020796,57.2498093616505
"86","O3_transiently_reprogrammed_15days_exp2",54.6455912973695,25.8248316232307,37.1113239449721,NA,42.6111009723442,5.43690721520952,7.05630667664138,6.28670154249743,49.485194959033,48.2177443356863
"87","O3_failed_to_transiently_reprogram_15days_exp2",58.5321695365872,1.1217172082122,29.45543749347,NA,30.8855288531542,8.40107921190987,4.45185402075505,5.65179167726415,45.8054072990926,39.7413944824972
"88","O3_negative_control_15days_exp2",57.2397145470982,2.5741905192456,30.4270480107596,NA,33.211348689183,9.93636572952763,5.25400443575102,5.68247252121247,47.0442189216637,46.1745330351861
"89","O2.Fib",60.5131603264139,1.850643300953,33.6888144121695,NA,49.5989758577293,10.1264343871137,5.07819014528602,5.76929885585426,50.6853876909236,48.4906689939179
"90","O3.Fib",52.5885843909681,-5.301993878117,17.8508651034662,NA,33.3454769019426,7.71886876596658,5.7595179130541,5.89066576709391,41.7982049456585,34.6211694390999
"91","iPSC.13",-0.425235359259228,-28.8698218260846,-57.1751300759775,NA,-0.918376248502521,-0.0108754688952979,4.31349690256,6.75315762199815,-34.4596267240098,-42.5878991156322
"92","iPSC.21",-0.50706919381444,-27.6886668262696,-64.6774559495927,NA,-0.918906603270969,0.00119487149340092,4.67126217014234,6.89997076798145,-34.1863940258583,-45.817081405417
"93","O1_transient_reprogramming_intermediate_10days_exp2",36.9453564293636,7.3868332702293,24.2104742298457,NA,27.4533433760788,5.7343996656181,6.94014373217107,5.62743981545943,41.3092531897527,35.9209418756808
"94","O1_failing_to_transiently_reprogram_intermediate_10days_exp2",50.8027305259574,1.9703773683861,22.2785353578553,NA,33.2125103048546,8.96975225959594,6.5086695377629,5.6558714649828,41.551279015004,42.1732101189732
"95","O1_negative_control_intermediate_10days_exp2",56.6395325654163,3.5244289342971,27.1383225337775,NA,40.0027562841797,9.70369905443819,5.46229915893554,5.75270130386757,44.3363756901086,44.9334105388943
"96","O2_transient_reprogramming_intermediate_10days_exp2",40.1347726058764,5.1401689571314,27.3362188464936,NA,34.5053048564769,6.42652482941747,7.45855151315365,5.34422728840325,45.1861012758208,43.6181554357698
