"","id","Horvath","Hannum","Levine","BNN","skinHorvath","PedBE","Wu","TL","BLUP","EN"
"1","GSM1345997",54.1706009507463,-2.14394189197019,48.8227441328781,66.4364927850821,9.94017902870587,5.69438886542088,4.49861968832507,5.88971566058711,33.0957349793721,35.1168241140771
"2","GSM1345998",55.9731976752276,0.823171490897421,57.3485665450861,75.3895155766172,9.18991508869891,5.45102417901781,3.57255631673722,5.97951385187444,33.1241124294235,37.5925364117078
"3","GSM1345999",52.6949401277192,-0.25031471761841,48.1594949129791,66.5382450397252,10.0797415992451,5.96930371134657,4.36296456738047,5.87243751611214,33.0702373691044,36.0363770485846
"4","GSM1346000",57.597978138346,2.84865026087013,47.7379012628866,65.0326279162014,10.8058808502402,5.89024333825905,4.75380757311828,5.90195436681223,31.5843114902171,34.078198051996
"5","GSM1346001",60.9654166630536,2.17894922385458,44.6386303732812,61.0816074430591,11.9788168152668,5.40554034180808,5.62171322927935,5.99395791594423,29.8844955198453,33.920486710402
"6","GSM1346002",45.0463475375452,7.56867660359366,42.9539842270723,56.9809970781128,8.3370566037063,4.54923039273244,6.02802948983688,5.86986174928356,33.0442526425029,32.3013258510394
"7","GSM1346003",46.6576885373584,11.0908172699674,53.8995537643241,66.7996487307423,11.8480288230242,4.56599165249722,6.97001409559825,6.16577831718009,36.2357802580066,33.9836448906378
"8","GSM1346004",51.3298666133977,3.71421014505843,51.1206622101298,65.6562858699854,9.10013363025327,5.18062500324533,4.59259729386896,6.00498361695206,33.6762648971077,34.4003881858679
"9","GSM1346005",31.0238815609004,16.1190822876355,32.3323713221538,49.0846610027719,6.33063395472897,3.74783493507624,7.01318449858931,5.81212491348492,30.0243050861167,22.8835193834596
"10","GSM1346006",36.5043248398571,18.5273526270096,32.556705140467,57.8133168248404,11.1088858050957,3.80458773850927,7.78868268463151,5.96162509374186,28.3882262035353,31.8891659355615
"11","GSM1346007",28.585465850083,11.8763661320511,29.8727641963111,51.6788137230408,6.47902687491266,3.92946915448845,5.24236797748327,5.8555848774647,28.6033960373883,28.1953566671358
"12","GSM1346008",4.94736006293435,12.7595188139284,3.14813521270955,19.4359057761691,0.786082176453088,1.75361136087017,3.3590392305249,6.6442398790185,15.2396788007413,3.38230047174306
"13","GSM1346009",22.9811796365325,13.756140618817,24.7430970875365,41.8786127446031,4.32039727578897,3.3521960354927,5.54130068908947,5.85503707305135,24.1422596151931,21.5273918043238
"14","GSM1346010",-0.371903241731714,-14.5967544880767,-50.3767979144879,8.55766315605835,-0.827583504452832,0.412944650299511,2.28247265102599,7.01126399951243,-2.94154018238739,-23.8773657049167
"15","GSM1346011",0.133011566879056,-15.4806882485213,-54.7086871638417,9.04285428369073,-0.812847977137507,0.575730529410555,0.669510363825662,7.13399318371629,-3.86745101351687,-21.1835193298599
"16","GSM1346012",-0.596021103901126,-16.9822305794706,-50.4468091937658,2.72805877791888,-0.912393351853638,0.313631329261799,1.62395505327852,7.0536476391919,-18.8271970583451,-32.7142821831599
"17","GSM1346013",-0.462848297128649,-12.9669327845274,-43.208256931934,3.12590751624933,-0.865419972731566,0.29960618968407,1.84119511930555,6.8621360286719,-17.977722610566,-29.1845686916559
"18","GSM1346014",-0.321102466530765,-12.4672215390554,-49.4002308662486,5.58658815087069,-0.831698125007234,0.460140945505882,1.43791918621185,7.09168173804612,-6.01919362626435,-26.517741818366
"19","GSM1346015",-0.283777558172478,-23.1515527192219,-57.8159759524191,4.77438115695263,-0.905128377134458,0.322703051729974,1.83777459001504,7.17531576197522,-13.562149578583,-31.3641623496234
"20","GSM1346016",-0.41158197041125,-23.2886154057319,-53.8944660448463,5.12917340820026,-0.897819384722446,0.298422743043989,2.59477167194032,7.22503251289748,-14.3528987330349,-30.3793026574917
"21","GSM1346017",-0.329794824954148,-21.3402957777617,-51.9674114621481,5.01206411674367,-0.900425226298621,0.352593679459066,2.58605642265884,7.04792347935203,-15.3121899156129,-31.5051001942008
"22","GSM1346018",-0.300113152005024,-24.0501764703863,-61.4347205051785,4.39619937912008,-0.911261378168179,0.277217899902648,2.88854726479883,7.26102019716514,-17.5249415102774,-33.7888276807813
"23","GSM1346019",-0.346061878387234,-25.8949681564874,-56.9905923320431,4.20797591823139,-0.904023251703915,0.253442840797566,2.92080370767255,7.24708994825433,-18.0607881308365,-33.8468758180029
"24","GSM1346020",-0.33799826314371,-21.9678171067382,-52.486862007535,4.93633848229402,-0.899226965110134,0.326957319528109,1.51214201898883,7.22374900026396,-15.7897117877124,-32.713752878227
"25","GSM1346021",-0.349132101177588,-21.0028625380233,-49.6094410196073,4.36781542575044,-0.915326927809736,0.312548892583353,2.46292893908192,7.09475186810968,-18.2784393172716,-32.7099252769897
"26","GSM1346022",-0.360481958265085,-20.2945779380007,-58.2053949933135,4.88889112904224,-0.912059235328148,0.257960464207338,3.05169944017462,7.1482217838364,-19.5803922927696,-32.4141322377867
"27","GSM1346023",-0.308548096587655,-21.0671715142875,-28.9194127257364,3.2732523474713,-0.879283867743315,0.475832153697315,2.28045459430572,7.16260283654825,-18.1935306911013,-28.8511850664062
"28","GSM1346024",0.161124963760128,-20.8829974881126,-35.118150538472,9.89873011042425,-0.894449674362887,0.334661843689712,3.12375991493777,7.12679220243403,-14.1096185131766,-24.8510870794999
"29","GSM1346025",0.0855515727738161,-19.6933842281434,-24.891577943103,7.95356505894565,-0.885258557403195,0.401246672415481,2.94080228291968,7.05524621293454,-15.1472815359861,-20.1050288660387
"30","GSM1346026",-0.236585001418926,-19.2283248897428,-42.9482585070296,6.46825271683762,-0.934888191730973,0.0789886581375525,2.54554051337222,7.13675512634048,-25.6114893226741,-36.2439929449642
